Product Name,Original_price,Offer_price,percentage,Brand,assurance,products_link
SM-300 Running Shoes For Men,670,849,21% off,Sparx,True,https://www.flipkart.com/sparx-sm-300-running-shoes-men/p/itmfafycph7hb2rz?pid=SHOEUYPFXFREHKJE&lid=LSTSHOEUYPFXFREHKJEJB0CZA&marketplace=FLIPKART&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=8cf95915-03c7-4e84-9374-50e4c4a34dcc.SHOEUYPFXFREHKJE.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Men's Running Shoes Fashion Breathable Sneakers Mesh Ca...,399,999,60% off,ADDOXY,True,https://www.flipkart.com/addoxy-men-s-running-shoes-fashion-breathable-sneakers-mesh-casual-athletic-lightweight-casuals-men/p/itm8f5938e077065?pid=SHOFJFFAURFQYHHK&lid=LSTSHOFJFFAURFQYHHKTNFBK8&marketplace=FLIPKART&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=a3aa03ae-e5c4-41f2-ac71-192384bd51fb.SHOFJFFAURFQYHHK.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Mesh Running Shoes For Men,379,999,62% off,Layasa,True,https://www.flipkart.com/layasa-mesh-running-shoes-men/p/itmfcabbtprwsdb4?pid=SHOFC8RS3MGFUVWJ&lid=LSTSHOFC8RS3MGFUVWJBME0BD&marketplace=FLIPKART&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=3133f5a6-2b26-4da9-a643-cbce01aef457.SHOFC8RS3MGFUVWJ.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
"Walking Shoes,Gym Shoes,Canvas Shoes,Sports Shoes,Train...",417,999,58% off,Asian,True,https://www.flipkart.com/asian-walking-shoes-gym-shoes-canvas-shoes-sports-shoes-training-shoes-running-shoes-men/p/itmf6fubnehzh8jm?pid=SHOF6EARC4SKVMRY&lid=LSTSHOF6EARC4SKVMRYIPF18U&marketplace=FLIPKART&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=6eb05e19-887f-403f-83da-aab95b69b2fa.SHOF6EARC4SKVMRY.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Mesh Sports Running shoes for men Running Shoes For Men,395,999,60% off,Shozie,True,https://www.flipkart.com/shozie-mesh-sports-running-shoes-men/p/itmfg93bmzytfcbf?pid=SHOFG8YXERJYJTUV&lid=LSTSHOFG8YXERJYJTUVNG3L4C&marketplace=FLIPKART&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=f116af92-c1c7-4e55-a184-e2913156dd5b.SHOFG8YXERJYJTUV.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Carson 2 Slip-On Wn s IDP Majesty-KNOCKO Walking Shoes ...,"2,474","4,499",45% off,Puma,True,https://www.flipkart.com/puma-carson-2-slip-on-wn-s-idp-majesty-knocko-walking-shoes-women/p/itmfbmwg6tk3qafy?pid=SHOFBMDHC6WHMEQ5&lid=LSTSHOFBMDHC6WHMEQ5QT2MHY&marketplace=FLIPKART&srno=s_1_30&otracker=search&otracker1=search&fm=organic&iid=en_J%2FMHS5IvHboKJlw1bZ%2BT8XQERI6noa9xj5kbJdILlUyOZxbqlQ70FijpKFzOKeVvEKBuKNALk4Zfcc1Xq0MmSQ%3D%3D&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Eva Running Shoes For Men,399,999,60% off,Clymb,True,https://www.flipkart.com/clymb-eva-running-shoes-men/p/itmf47tsffgj8pnq?pid=SHOFFU4FPDDPSCCX&lid=LSTSHOFFU4FPDDPSCCX22HYHY&marketplace=FLIPKART&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=623841fb-d34b-4585-8797-4afd7a39607d.SHOFFU4FPDDPSCCX.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
"Casual shoes,Running shoes,Walking shoes Walking Shoes ...",749,"1,498",50% off,Asian,False,https://www.flipkart.com/asian-casual-shoes-running-shoes-walking-shoes-walking-men/p/itmffbpbdjzpct5f?pid=SHOFFAHEF8HZYZQG&lid=LSTSHOFFAHEF8HZYZQGUQXPRF&marketplace=FLIPKART&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=bec56c5d-37dd-4ce9-8cab-977a00f43b07.SHOFFAHEF8HZYZQG.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
WNDR-13 Running Shoes For Men,499,599,16% off,Asian,True,https://www.flipkart.com/asian-wndr-13-running-shoes-men/p/itmfd9fjf3z8grtb?pid=SHOF3KF5GPCZDNZS&lid=LSTSHOF3KF5GPCZDNZSTT0KO5&marketplace=FLIPKART&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=52d39855-d5b4-4831-8f94-96a942fe44fa.SHOF3KF5GPCZDNZS.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Progression Pro Wn s IDP Running Shoes For Women,"3,999",NO,NO,Puma,False,https://www.flipkart.com/puma-progression-pro-wn-s-idp-running-shoes-women/p/itmfhsgcsxdjdkza?pid=SHOFHSHWPZAQNHAK&lid=LSTSHOFHSHWPZAQNHAKAGQEE5&marketplace=FLIPKART&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=en_J%2FMHS5IvHboKJlw1bZ%2BT8XQERI6noa9xj5kbJdILlUyVDLmBWcnrfZBcVE7bNYRCCSt1GODG7X%2B0ipfSR8s7FQ%3D%3D&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Running Shoes For Men,426,999,57% off,Rod Takes,True,https://www.flipkart.com/rod-takes-running-shoes-men/p/itmf43brgkhyszsh?pid=SHOF4389QBCFZAGS&lid=LSTSHOF4389QBCFZAGSCNB2H5&marketplace=FLIPKART&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=c1ad6e33-ef3b-4fe0-99f9-ff80dc1e8622.SHOF4389QBCFZAGS.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
WNDR-13 Running Shoes For Men,499,599,16% off,Asian,True,https://www.flipkart.com/asian-wndr-13-running-shoes-men/p/itmfexam9utsputk?pid=SHOF3KF5G5WU9QUG&lid=LSTSHOF3KF5G5WU9QUGTHQEAS&marketplace=FLIPKART&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=43ff2f08-2715-442a-930b-a9a313458d12.SHOF3KF5G5WU9QUG.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Cosco Blue Light Weight With EVA Sole Running Shoes For...,425,999,57% off,Clymb,True,https://www.flipkart.com/clymb-cosco-blue-light-weight-eva-sole-running-shoes-men/p/itmfew2tshsseqxa?pid=SHOFEVVEEHERQS4A&lid=LSTSHOFEVVEEHERQS4AZP1VOS&marketplace=FLIPKART&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=4ced7391-ce36-42bd-8025-d40636287ee4.SHOFEVVEEHERQS4A.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Mesh Running Shoes For Men,474,999,52% off,Layasa,True,https://www.flipkart.com/layasa-mesh-running-shoes-men/p/itmfcabbrjmzxzfh?pid=SHOFC8RTC9BKMQMG&lid=LSTSHOFC8RTC9BKMQMGIQ1KMC&marketplace=FLIPKART&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=94c709d1-6142-4559-bf37-6c6dceeb7395.SHOFC8RTC9BKMQMG.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
"Jio-13 Black Silver Walking Shoes,Gym Shoes,Loafers,Sne...",499,599,16% off,Asian,True,https://www.flipkart.com/asian-jio-13-black-silver-walking-shoes-gym-shoes-loafers-sneakers-canvas-shoes-sports-shoes-running-shoes-men/p/itmfe37fvammuusy?pid=SHOF8ABMTAAFQFXT&lid=LSTSHOF8ABMTAAFQFXT6QDJ5A&marketplace=FLIPKART&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=bac9966d-3807-4002-b766-3328ce4dcabe.SHOF8ABMTAAFQFXT.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
by Red Chief O-6002 161 Running Shoes For Women,"1,812","3,295",45% off,Furo,False,https://www.flipkart.com/furo-red-chief-o-6002-161-running-shoes-women/p/itmf3xyqfbxvzvk4?pid=SHOF3MMSYYG6KNFR&lid=LSTSHOF3MMSYYG6KNFRZUQVJC&marketplace=FLIPKART&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=en_J%2FMHS5IvHboKJlw1bZ%2BT8XQERI6noa9xj5kbJdILlUwgKuRTL9AQaI%2FQDNDzzxTNnfk%2FmSc8sGQhbX46lth0Dw%3D%3D&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
